web-scraper-order,web-scraper-start-url,school_name,school_name-href,print,print-href,type,ug_total_enroll,total_g_enroll,total_other_enroll,disciplines,discipline_degrees,description,faculty_departments,faculty_numbers,ug_tuition,ug_applicants,ug_offered,ug_enrolled,ug_sat,ug_act,g_tuition,g_applicants,g_offered,g_enrolled
"1553492952-330","http://profiles.asee.org/","Brigham Young University","http://profiles.asee.org/profiles/8175/screen/1?school_name=Brigham+Young+University","print entire profile","http://profiles.asee.org/profiles/8175/print_all","PRIVATE","30,843","2,790","","[{""disciplines"":""Chemical Engineering""},{""disciplines"":""Civil Engineering""},{""disciplines"":""Computer Science (outside engineering)""},{""disciplines"":""Electrical/Computer Engineering""},{""disciplines"":""Mechanical Engineering""}]","[{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Science (outside engineering)""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Mechanical Engineering""}]","Student Design Projects Description","[{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""Computer Science1""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""18""},{""faculty_numbers"":""16""},{""faculty_numbers"":""25""},{""faculty_numbers"":""22""},{""faculty_numbers"":""27""},{""faculty_numbers"":""83""}]","null","1,523","null","null","[]","[{""ug_act"":""Math Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Reading Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Writing Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Combined Range:""},{""ug_act"":""""},{""ug_act"":""""}]","null","193","null","null"
"1553492776-292","http://profiles.asee.org/","Clemson University","http://profiles.asee.org/profiles/8014/screen/1?school_name=Clemson+University","print entire profile","http://profiles.asee.org/profiles/8014/print_all","PUBLIC","19,564","4,873","514","[]","[]","Check with individual departments for student design projects and courses.","[]","[]","null","6,709","null","null","[{""ug_sat"":""Bachelor's:""},{""ug_sat"":""B.A, B.S.""},{""ug_sat"":""Master's:""},{""ug_sat"":""M.S. with thesis, M.S. without thesis, but with project or report, M.Eng.""},{""ug_sat"":""Doctoral:""},{""ug_sat"":""Ph.D.""}]","[{""ug_act"":""""}]","null","2,828","null","null"
"1553492402-211","http://profiles.asee.org/","University of Massachusetts Dartmouth","http://profiles.asee.org/profiles/8171/screen/1?school_name=University+of+Massachusetts+Dartmouth","print entire profile","http://profiles.asee.org/profiles/8171/print_all","PUBLIC","6,841","1,396","276","[]","[{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""}]","The College of Engineering emphasizes personalized undergraduate and graduate education in the setting of a small yet diversified university. The distinctive 700 acre suburban campus includes residence halls for 4500 students. Engineering laboratory facilities are modern and equipment is state-of-the-art and feature a cross-disciplinary IDEA Studio invention space. Engineering freshmen need not declare a major at the time of admission. Any of the seven majors may be selected at any time during the freshman year. Freshman with strong high school preparation can complete the B.S. program in 4 years. For a variety of reasons some students choose to extend their programs over 4 1/2 years or 5 years. Such an extension provides more time for in-depth study, part-time employment or active participation in student organizations or athletics. All of the engineering majors offer an accelerated B.S./M.S. option, honors program, undergraduate research and internship experience. An interdisciplinary Ph.D. program in Engineering and Applied Science provides wide-ranging opportunities for graduate study. Biomedical Engineering and Biotechnology M.S. and Ph.D. programs address contemporary biomedical and health research problems and are offered jointly by the UMass campuses of Boston, Dartmouth, Lowell and Worcester (UMass Medical).","[]","[]","null","1,226","null","null","[]","[]","null","301","null","null"
"1553492147-157","http://profiles.asee.org/","University of Portland","http://profiles.asee.org/profiles/8018/screen/1?school_name=University+of+Portland","print entire profile","http://profiles.asee.org/profiles/8018/print_all","PRIVATE","3,757","478","","[{""disciplines"":""Biomedical Engineering""},{""disciplines"":""Civil Engineering""},{""disciplines"":""Computer Science (inside engineering)""},{""disciplines"":""Electrical Engineering""},{""disciplines"":""Engineering (General)""},{""disciplines"":""Mechanical Engineering""},{""disciplines"":""Other Engineering Disciplines""}]","[{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Engineering (General)""}]","Engineering College Description and Special Characteristics","[{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Civil Engineering""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Electrical Engineering""},{""faculty_departments"":""Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Undecided""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","null","1,415","null","null","[]","[]","null","27","null","null"
"1553492551-243","http://profiles.asee.org/","Howard University","http://profiles.asee.org/profiles/8029/screen/1?school_name=Howard+University","print entire profile","http://profiles.asee.org/profiles/8029/print_all","PRIVATE","6,243","1,417","1,479","[]","[{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""}]","Teaching, Tenure-Track
	 
		View Gender/Ethnicity Profiles","[]","[]","null","1,846","null","null","[]","[{""ug_act"":""Math Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Reading Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Writing Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Combined Range:""},{""ug_act"":""""},{""ug_act"":""""}]","null","86","null","null"
"1553491742-69","http://profiles.asee.org/","Wichita State University","http://profiles.asee.org/profiles/8158/screen/1?school_name=Wichita+State+University","print entire profile","http://profiles.asee.org/profiles/8158/print_all","PUBLIC","11,148","2,778","0","[{""disciplines"":""Aerospace Engineering""},{""disciplines"":""Biomedical Engineering""},{""disciplines"":""Electrical/Computer Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Industrial/Manufacturing/Systems Engineering""},{""disciplines"":""Mechanical Engineering""},{""disciplines"":""Other Engineering Disciplines""}]","[{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Engineering (General)""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""}]","Teaching, Tenure-Track
	 
		View Gender/Ethnicity Profiles","[{""faculty_departments"":""Aerospace Engineering""},{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Electrical Engineering & Computer Science""},{""faculty_departments"":""Engineering Technology""},{""faculty_departments"":""Industrial, Systems, and Manufacturing Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Undecided Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""13""},{""faculty_numbers"":""7""},{""faculty_numbers"":""20""},{""faculty_numbers"":""0""},{""faculty_numbers"":""11""},{""faculty_numbers"":""18""},{""faculty_numbers"":""0""},{""faculty_numbers"":""69""}]","null","1,390","null","null","[]","[{""ug_act"":""Math Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Reading Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Writing Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Combined Range:""},{""ug_act"":""""},{""ug_act"":""""}]","null","773","null","null"
"1553493034-348","http://profiles.asee.org/","University of Alaska Anchorage, College of Engineering","http://profiles.asee.org/profiles/8111/screen/1?school_name=University+of+Alaska+Anchorage%2C+College+of+Engineering","print entire profile","http://profiles.asee.org/profiles/8111/print_all","PUBLIC","3,107","112","","[]","[]","Engineering College Description and Special Characteristics","[{""faculty_departments"":""Civil Engineering""},{""faculty_departments"":""Computer Science and Engineering""},{""faculty_departments"":""Electrical Engineering""},{""faculty_departments"":""Geomatics""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Project Management""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","543","null","null","[]","[]","null","33","null","null"
"1553492250-179","http://profiles.asee.org/","North Dakota State University","http://profiles.asee.org/profiles/8164/screen/1?school_name=North+Dakota+State+University","print entire profile","http://profiles.asee.org/profiles/8164/print_all","PUBLIC","11,425","1,980","391","[{""disciplines"":""Biological Engr. and Agricultural Engr.""},{""disciplines"":""Civil/Environmental Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Electrical/Computer Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Industrial/Manufacturing/Systems Engineering""},{""disciplines"":""Mechanical Engineering""}]","[{""discipline_degrees"":""Biological Engr. and Agricultural Engr.""},{""discipline_degrees"":""Civil/Environmental Engineering""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Mechanical Engineering""}]","Engineering College Description and Special Characteristics","[{""faculty_departments"":""Agricultural & Biosystems Engineering""},{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""Construction Management and Engineering""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Engineering General""},{""faculty_departments"":""Industrial and Manufacturing Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""2.00""},{""faculty_numbers"":""3.00""},{""faculty_numbers"":""2.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""2.00""},{""faculty_numbers"":""2.00""},{""faculty_numbers"":""11.00""}]","null","null","null","null","[]","[]","null","","null","null"
"1553492322-194","http://profiles.asee.org/","University of Missouri - Kansas City","http://profiles.asee.org/profiles/8098/screen/1?school_name=University+of+Missouri+-+Kansas+City","print entire profile","http://profiles.asee.org/profiles/8098/print_all","PUBLIC","11,337","3,288","1,769","[]","[]","Teaching, Tenure-Track
	 
		View Gender/Ethnicity Profiles","[{""faculty_departments"":""Civil & Mechanical Engineering""},{""faculty_departments"":""Civil & Mechanical Engineering""},{""faculty_departments"":""Computer Science/Electrical Engineering""},{""faculty_departments"":""Computer Science/Electrical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","476","null","null","[]","[]","null","607","null","null"
"1553492879-314","http://profiles.asee.org/","California State University, Northridge","http://profiles.asee.org/profiles/7998/screen/1?school_name=California+State+University%2C+Northridge","print entire profile","http://profiles.asee.org/profiles/7998/print_all","PUBLIC","","","","[]","[]","Newly Enrolled Test Scores","[{""faculty_departments"":""Tuition & Fees:""},{""faculty_departments"":""Room & Board:""},{""faculty_departments"":""Books & Supplies:""},{""faculty_departments"":""Other Expenses:""},{""faculty_departments"":""Estimated avg. course load per term:""},{""faculty_departments"":""Does your institute have any special programs or fee structures for the expenses category \""All Students\""?:""}]","[]","null","6,204","null","null","[]","[{""ug_act"":""Nra - Nonresident aliens\n\n        Asi - Asian American\n\n        Blk - Black\n\n        His - Hispanic""},{""ug_act"":""Ind - American Indian\n\n        Pac - Pacific Islander\n\n        Unk - Unknown\n\n        Wht - White""},{""ug_act"":""Tot - Program Totals\n\n        Two - Two or More""}]","null","872","null","null"
"1553492387-208","http://profiles.asee.org/","The University of Memphis","http://profiles.asee.org/profiles/8207/screen/1?school_name=The+University+of+Memphis","print entire profile","http://profiles.asee.org/profiles/8207/print_all","PUBLIC","17,234","3,913","312","[]","[{""discipline_degrees"":""Eugene Eckstein""},{""discipline_degrees"":""Shahram Pezeshk""},{""discipline_degrees"":""Lan Wang""},{""discipline_degrees"":""Chrysanthe Preza""},{""discipline_degrees"":""Roger Meier""},{""discipline_degrees"":""Ali Fatemi""}]","Student Design Projects Description","[]","[]","null","1,173","null","null","[]","[]","null","242","null","null"
"1553492189-166","http://profiles.asee.org/","Olin College of Engineering","http://profiles.asee.org/profiles/8227/screen/1?school_name=Olin+College+of+Engineering","print entire profile","http://profiles.asee.org/profiles/8227/print_all","","390","0","0","[{""disciplines"":""Engineering (General)""}]","[]","Teaching, Tenure-Track
	 
		View Gender/Ethnicity Profiles","[{""faculty_departments"":""Olin College of Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","878","null","null","[]","[]","null","null","null","null"
"1553492668-269","http://profiles.asee.org/","Elizabethtown College","http://profiles.asee.org/profiles/8281/screen/1?school_name=Elizabethtown+College","print entire profile","http://profiles.asee.org/profiles/8281/print_all","","1,636","","","[]","[]","Teaching, Non-Tenure-Track","[{""faculty_departments"":""Tuition & Fees:""},{""faculty_departments"":""Room & Board:""},{""faculty_departments"":""Books & Supplies:""},{""faculty_departments"":""Other Expenses:""},{""faculty_departments"":""Estimated avg. course load per term:""},{""faculty_departments"":""Does your institute have any special programs or fee structures for the expenses category \""All Students\""?:""}]","[]","null","255","null","null","[]","[{""ug_act"":""Nra - Nonresident aliens\n\n        Asi - Asian American\n\n        Blk - Black\n\n        His - Hispanic""},{""ug_act"":""Ind - American Indian\n\n        Pac - Pacific Islander\n\n        Unk - Unknown\n\n        Wht - White""},{""ug_act"":""Tot - Program Totals\n\n        Two - Two or More""}]","null","null","null","null"
"1553492628-260","http://profiles.asee.org/","FAMU-FSU College of Engineering","http://profiles.asee.org/profiles/8010/screen/1?school_name=FAMU-FSU+College+of+Engineering","print entire profile","http://profiles.asee.org/profiles/8010/print_all","PUBLIC","40,153","7,714","3,942","[]","[{""discipline_degrees"":""Teng Ma""},{""discipline_degrees"":""Teng Ma""},{""discipline_degrees"":""Lisa Spainhour""},{""discipline_degrees"":""Xin Yuan""},{""discipline_degrees"":""Sastry Pamidi""},{""discipline_degrees"":""Sastry Pamidi""},{""discipline_degrees"":""Okenwa Okoli""},{""discipline_degrees"":""Eric Hellstrom""},{""discipline_degrees"":""Michelle RamboRoddenberry""}]","Student Design Projects Description","[]","[]","null","4,449","null","null","[]","[]","null","562","null","null"
"1553492000-125","http://profiles.asee.org/","St. Mary's University","http://profiles.asee.org/profiles/8125/screen/1?school_name=St.+Mary%27s+University","print entire profile","http://profiles.asee.org/profiles/8125/print_all","PRIVATE","2,373","488","787","[{""disciplines"":""Computer Engineering""},{""disciplines"":""Electrical Engineering""},{""disciplines"":""Engr. Science and Engr. Physics""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Industrial/Manufacturing/Systems Engineering""},{""disciplines"":""Mechanical Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Other Engineering Disciplines""}]","[{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""}]","Student Design Projects Description","[{""faculty_departments"":""Engineering (Computer Engineering)""},{""faculty_departments"":""Engineering (Electrical Engineering)""},{""faculty_departments"":""Engineering (Engineering Science)""},{""faculty_departments"":""Engineering (Engineering Systems Management)""},{""faculty_departments"":""Engineering (Industrial Engineering)""},{""faculty_departments"":""Engineering (Mechanical Engineering)""},{""faculty_departments"":""Engineering (Software Engineering)""},{""faculty_departments"":""Engineering (Undecided)""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","null","794","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""27""},{""ug_sat"":""21""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""27""},{""ug_sat"":""21""}]","[]","null","150","null","null"
"1553492364-203","http://profiles.asee.org/","Michigan State University","http://profiles.asee.org/profiles/8165/screen/1?school_name=Michigan+State+University","print entire profile","http://profiles.asee.org/profiles/8165/print_all","PUBLIC","38,701","7,652","3,998","[]","[{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""OUTUNIV""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""OUTUNIV""}]","Engineering College Description and Special Characteristics","[]","[]","null","6,054","null","null","[]","[]","null","1,523","null","null"
"1553492897-318","http://profiles.asee.org/","California State Polytechnic University, Pomona","http://profiles.asee.org/profiles/8201/screen/1?school_name=California+State+Polytechnic+University%2C+Pomona","print entire profile","http://profiles.asee.org/profiles/8201/print_all","PUBLIC","24,931","1,062","450","[]","[]","Teaching, Non-Tenure-Track","[{""faculty_departments"":""Aerospace Engineering""},{""faculty_departments"":""Chemical and Materials Engineering""},{""faculty_departments"":""Civil Engineering""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Industrial and Manufacturing Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""1""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""1""}]","null","11,034","null","null","[]","[]","null","396","null","null"
"1553492988-338","http://profiles.asee.org/","Auburn University","http://profiles.asee.org/profiles/8064/screen/1?school_name=Auburn+University","print entire profile","http://profiles.asee.org/profiles/8064/print_all","PUBLIC","24,628","4,706","1,106","[]","[{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Biological Engr. and Agricultural Engr.""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Metallurgical and Matrls. Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""}]","Teaching, Tenure-Track
	 
		View Gender/Ethnicity Profiles","[{""faculty_departments"":""Administration""},{""faculty_departments"":""Aerospace Engineering""},{""faculty_departments"":""Biosystems Engineering""},{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil Engineering""},{""faculty_departments"":""Computer Science and Software Engineering""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Industrial and Systems Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Polymer and Fiber Engineering""},{""faculty_departments"":""Pre-Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.26""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.25""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.51""}]","null","4,134","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""31""},{""ug_sat"":""26""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""32""},{""ug_sat"":""27""}]","[]","null","1,010","null","null"
"1553493048-351","http://profiles.asee.org/","University of Alabama at Birmingham","http://profiles.asee.org/profiles/7996/screen/1?school_name=University+of+Alabama+at+Birmingham","print entire profile","http://profiles.asee.org/profiles/7996/print_all","PUBLIC","13,836","6,933","1,154","[]","[]","Engineering College Description and Special Characteristics","[]","[]","null","831","null","null","[]","[]","null","669","null","null"
"1553492664-268","http://profiles.asee.org/","Embry Riddle Aeronautical University-Daytona Beach","http://profiles.asee.org/profiles/8179/screen/1?school_name=Embry+Riddle+Aeronautical+University-Daytona+Beach","print entire profile","http://profiles.asee.org/profiles/8179/print_all","PRIVATE","5,984","629","","[]","[{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Engr. Science and Engr. Physics""}]","Teaching, Non-Tenure-Track","[{""faculty_departments"":""Aerospace Engineering""},{""faculty_departments"":""Civil Engineering""},{""faculty_departments"":""Electrical, Computer, Software, and Systems Engineering""},{""faculty_departments"":""Engineering Fundamentals""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Physical Science""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","null","3,033","null","null","[]","[]","null","383","null","null"
"1553492077-142","http://profiles.asee.org/","Saginaw Valley State University","http://profiles.asee.org/profiles/8066/screen/1?school_name=Saginaw+Valley+State+University","print entire profile","http://profiles.asee.org/profiles/8066/print_all","PUBLIC","7,739","796","","[{""disciplines"":""Electrical Engineering""},{""disciplines"":""Mechanical Engineering""}]","[]","Teaching, Tenure-Track
	 
		View Gender/Ethnicity Profiles","[{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","511","null","null","[]","[]","null","null","null","null"
"1553491792-80","http://profiles.asee.org/","University of Washington-Tacoma","http://profiles.asee.org/profiles/8192/screen/1?school_name=University+of+Washington-Tacoma","print entire profile","http://profiles.asee.org/profiles/8192/print_all","","4,530","731","114","[]","[]","Non-Teaching, Research","[{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""}]","null","38","null","null","[]","[]","null","null","null","null"
"1553492632-261","http://profiles.asee.org/","Florida International University","http://profiles.asee.org/profiles/8232/screen/1?school_name=Florida+International+University","print entire profile","http://profiles.asee.org/profiles/8232/print_all","PUBLIC","41,804","8,731","7,529","[]","[]","The FIU College of Engineering and Computing is South Florida’s leading engineering education resource. The college offers a complete range of fully accredited engineering bachelor’s, master’s and doctoral degree programs in biomedical, civil and environmental, electrical and computer, and mechanical and materials engineering; construction management; and computing and information sciences. With close to $25M of external funding, research is an integral part of the college’s mission and its success. The college is committed to diversity, and is the largest producer of Hispanic engineers, and one of the top producers of African-American engineers and females with doctoral degrees in engineering. Florida International University is a vibrant, student centered public research university, ideally located in Miami that is worlds ahead in its commitment to learning, research, entrepreneurship, innovation and creativity so that our graduates are prepared to succeed in a global market.

RESEARCH
Research is an integral part of our success. We provide outstanding research opportunities for graduate students and embed significant research experience in our undergraduate curriculum. Research is supported by centers of excellence, where faculty and students work with cutting edge technology, and which are funded by major federal agencies and major corporations. 

FACULTY
Our distinguished faculty is recognized by the university for excellence in teaching, research and service, and has received numerous national awards for breakthrough research. They hold numerous patents, and serve as Fellows in leading professional societies.","[]","[]","null","1,688","null","null","[]","[]","null","1,138","null","null"
"1553492738-284","http://profiles.asee.org/","Columbia University","http://profiles.asee.org/profiles/8224/screen/1?school_name=Columbia+University","print entire profile","http://profiles.asee.org/profiles/8224/print_all","PRIVATE","8,931","3,785","20,316","[{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""},{""disciplines"":""""}]","[{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Metallurgical and Matrls. Engineering""},{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Mechanical Engineering""}]","Non-Teaching, Research","[{""faculty_departments"":""Applied Physics & Applied Mathematics""},{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil Engineering and Engineering Mechanics""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Earth and Environmental Engineering""},{""faculty_departments"":""Electrical Engineering""},{""faculty_departments"":""Industrial and Operations Research""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""School of Engineering and Applied Science""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","$59,985","9,465","559","339","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""36""},{""ug_act"":""33""},{""ug_act"":""Composite Range:""},{""ug_act"":""35""},{""ug_act"":""34""}]","$54,339","13,653","3,035","1,658"
